Time,UUID,RSSI
20220321 05:33:07,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-73
20220321 05:33:07,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-79
20220321 05:33:07,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-82
20220321 05:33:12,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-50
20220321 05:33:12,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-59
20220321 05:33:12,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-69
20220321 05:33:12,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-69
20220321 05:33:12,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-73
20220321 05:33:12,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-74
20220321 05:33:12,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-77
20220321 05:33:17,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-48
20220321 05:33:17,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-58
20220321 05:33:17,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-65
20220321 05:33:17,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-68
20220321 05:33:17,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-72
20220321 05:33:17,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-73
20220321 05:33:17,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-76
20220321 05:33:22,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-52
20220321 05:33:22,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-58
20220321 05:33:22,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-60
20220321 05:33:22,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-65
20220321 05:33:22,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-71
20220321 05:33:22,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-77
20220321 05:33:22,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-82
20220321 05:33:27,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-49
20220321 05:33:27,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-59
20220321 05:33:27,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-69
20220321 05:33:27,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-69
20220321 05:33:27,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-73
20220321 05:33:27,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-75
20220321 05:33:27,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-77
20220321 05:33:32,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-51
20220321 05:33:32,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-58
20220321 05:33:32,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-58
20220321 05:33:32,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-65
20220321 05:33:32,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-67
20220321 05:33:32,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-68
20220321 05:33:32,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-68
20220321 05:33:37,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-50
20220321 05:33:37,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-57
20220321 05:33:37,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-57
20220321 05:33:37,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-65
20220321 05:33:37,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-65
20220321 05:33:37,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-66
20220321 05:33:37,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-67
20220321 05:33:38,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-50
20220321 05:33:38,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-57
20220321 05:33:38,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-67
20220321 05:33:38,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-68
20220321 05:33:38,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-71
20220321 05:33:38,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-74
20220321 05:33:38,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-83
