Time,UUID,RSSI,
20220321 03:33:21,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-61,
20220321 03:33:21,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-66,
20220321 03:33:21,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-74,
20220321 03:33:21,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-75,
20220321 03:33:21,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-76,
20220321 03:33:21,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-77,
20220321 03:33:21,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-80,
20220321 03:33:26,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-53,
20220321 03:33:26,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-67,
20220321 03:33:26,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-71,
20220321 03:33:26,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-74,
20220321 03:33:26,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-76,
20220321 03:33:26,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-79,
20220321 03:33:26,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-79,
20220321 03:33:31,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-56,
20220321 03:33:31,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-75,
20220321 03:33:31,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-79,
20220321 03:33:31,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-82,
20220321 03:33:31,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-83,
20220321 03:33:31,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-84,
20220321 03:33:31,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-87,
20220321 03:33:37,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-58,
20220321 03:33:37,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-67,
20220321 03:33:37,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-75,
20220321 03:33:37,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-79,
20220321 03:33:37,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-79,
20220321 03:33:37,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-79,
20220321 03:33:37,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-83,
20220321 03:33:39,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-55,
20220321 03:33:39,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-70,
20220321 03:33:39,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-71,
20220321 03:33:39,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-74,
20220321 03:33:39,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-77,
20220321 03:33:39,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-77,
20220321 03:33:39,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-80,
20220321 03:33:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-56,
20220321 03:33:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-71,
20220321 03:33:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-73,
20220321 03:33:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-74,
20220321 03:33:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-81,
20220321 03:33:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-81,
20220321 03:33:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-84,
20220321 03:33:49,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-59,
20220321 03:33:49,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-65,
20220321 03:33:49,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-67,
20220321 03:33:49,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-77,
20220321 03:33:49,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-77,
20220321 03:33:49,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-80,
20220321 03:33:49,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-87,
20220321 03:33:54,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-55,
20220321 03:33:54,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-71,
20220321 03:33:54,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-71,
20220321 03:33:54,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-72,
20220321 03:33:54,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-77,
20220321 03:33:54,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-77,
20220321 03:33:54,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-80,
20220321 03:33:59,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-57,
20220321 03:33:59,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-73,
20220321 03:33:59,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-79,
20220321 03:33:59,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-80,
20220321 03:33:59,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-80,
20220321 03:33:59,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-83,
20220321 03:33:59,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-84,
20220321 03:34:04,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-59,
20220321 03:34:04,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-67,
20220321 03:34:04,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-75,
20220321 03:34:04,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-76,
20220321 03:34:04,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-78,
20220321 03:34:04,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-79,
20220321 03:34:04,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-79,
20220321 03:34:09,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-54,
20220321 03:34:09,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-70,
20220321 03:34:09,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-71,
20220321 03:34:09,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-77,
20220321 03:34:09,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-77,
20220321 03:34:09,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-79,
20220321 03:34:09,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-80,
20220321 03:34:15,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-57,
20220321 03:34:15,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-73,
20220321 03:34:15,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-77,
20220321 03:34:15,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-80,
20220321 03:34:15,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-81,
20220321 03:34:15,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-82,
20220321 03:34:15,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-85,
20220321 03:34:20,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-60,
20220321 03:34:20,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-65,
20220321 03:34:20,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-67,
20220321 03:34:20,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-75,
20220321 03:34:20,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-77,
20220321 03:34:20,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-80,
20220321 03:34:20,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-80,
20220321 03:34:25,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-60,
20220321 03:34:25,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-70,
20220321 03:34:25,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-71,
20220321 03:34:25,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-71,
20220321 03:34:25,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-77,
20220321 03:34:25,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-78,
20220321 03:34:25,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-80,
20220321 03:34:30,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-57,
20220321 03:34:30,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-73,
20220321 03:34:30,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-78,
20220321 03:34:30,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-81,
