Time,UUID,RSSI,
20220321 06:49:36,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-65,
20220321 06:49:36,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-71,
20220321 06:49:36,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-73,
20220321 06:49:36,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-74,
20220321 06:49:36,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-75,
20220321 06:49:36,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-79,
20220321 06:49:36,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-79,
20220321 06:49:41,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-63,
20220321 06:49:41,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-67,
20220321 06:49:41,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-68,
20220321 06:49:41,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-69,
20220321 06:49:41,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-72,
20220321 06:49:41,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-72,
20220321 06:49:41,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-87,
20220321 06:49:46,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-60,
20220321 06:49:46,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-67,
20220321 06:49:46,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-72,
20220321 06:49:46,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-76,
20220321 06:49:46,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-79,
20220321 06:49:46,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-79,
20220321 06:49:46,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-82,
20220321 06:49:51,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-68,
20220321 06:49:51,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-71,
20220321 06:49:51,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-73,
20220321 06:49:51,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-74,
20220321 06:49:51,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-79,
20220321 06:49:51,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-79,
20220321 06:49:51,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-79,
20220321 06:49:56,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-65,
20220321 06:49:56,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-68,
20220321 06:49:56,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-69,
20220321 06:49:56,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-78,
20220321 06:49:56,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-79,
20220321 06:49:56,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-79,
20220321 06:49:56,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-80,
20220321 06:50:01,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-62,
