Time,UUID,RSSI,
20220321 07:23:09,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-58,
20220321 07:23:09,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-61,
20220321 07:23:09,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-66,
20220321 07:23:09,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-71,
20220321 07:23:09,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-78,
20220321 07:23:09,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-78,
20220321 07:23:09,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-83,
20220321 07:23:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-58,
20220321 07:23:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-61,
20220321 07:23:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-66,
20220321 07:23:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-71,
20220321 07:23:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-74,
20220321 07:23:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-78,
20220321 07:23:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-78,
20220321 07:23:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-58,
20220321 07:23:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-61,
20220321 07:23:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-66,
20220321 07:23:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-69,
20220321 07:23:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-78,
20220321 07:23:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-80,
20220321 07:23:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-89,
20220321 07:23:24,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-49,
20220321 07:23:24,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-61,
20220321 07:23:24,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-69,
20220321 07:23:24,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-70,
20220321 07:23:24,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-71,
20220321 07:23:24,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-73,
20220321 07:23:24,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-80,
20220321 07:23:29,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-48,
20220321 07:23:29,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-67,
20220321 07:23:29,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-69,
20220321 07:23:29,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-70,
20220321 07:23:29,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-71,
20220321 07:23:29,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-73,
20220321 07:23:29,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-83,
20220321 07:23:34,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-49,
20220321 07:23:34,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-70,
20220321 07:23:34,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-70,
20220321 07:23:34,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-71,
20220321 07:23:34,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-77,
20220321 07:23:34,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-78,
20220321 07:23:34,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-79,
20220321 07:23:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-57,
20220321 07:23:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-70,
20220321 07:23:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-75,
20220321 07:23:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-76,
20220321 07:23:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-77,
20220321 07:23:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-81,
20220321 07:23:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-96,
20220321 07:23:49,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-48,
20220321 07:23:49,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-60,
20220321 07:23:49,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-70,
20220321 07:23:49,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-70,
20220321 07:23:49,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-72,
20220321 07:23:49,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-72,
20220321 07:23:49,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-77,
20220321 07:23:54,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-47,
20220321 07:23:54,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-68,
