label,Beacon_1,Beacon_2,Beacon_5,Beacon_6
1,0.289855072,0.797101449,0.188405797,0.246376812
1,0.289855072,0.811594203,0.188405797,0.246376812
1,0.289855072,0.811594203,0.188405797,0.188405797
1,0.463768116,0.811594203,0.188405797,0.188405797
1,0.47826087,0.811594203,0.202898551,0.217391304
1,0.47826087,0.782608696,0.202898551,0.217391304
1,0.47826087,0.811594203,0.173913043,0.217391304
1,0.47826087,0.811594203,0.173913043,0.217391304
1,0.362318841,0.782608696,0.15942029,0.217391304
1,0.362318841,0.768115942,0.15942029,0.202898551
1,0.362318841,0.768115942,0.15942029,0.304347826
1,0.47826087,0.768115942,0.057971014,0.304347826
1,0.391304348,0.768115942,0.173913043,0.304347826
1,0.391304348,0.768115942,0.173913043,0.304347826
1,0.333333333,0.594202899,0.173913043,0.246376812
2,0.565217391,0.449275362,0.333333333,0.405797101
2,0.52173913,0.594202899,0.362318841,0.405797101
2,0.52173913,0.594202899,0.362318841,0.347826087
2,0.52173913,0.637681159,0.362318841,0.333333333
2,0.52173913,0.47826087,0.362318841,0.333333333
2,0.52173913,0.47826087,0.347826087,0.333333333
2,0.52173913,0.47826087,0.31884058,0.420289855
2,0.52173913,0.47826087,0.347826087,0.420289855
2,0.52173913,0.434782609,0.347826087,0.420289855
2,0.52173913,0.623188406,0.347826087,0.420289855
2,0.52173913,0.623188406,0.347826087,0.376811594
2,0.52173913,0.637681159,0.347826087,0.347826087
2,0.518115942,0.652173913,0.347826087,0.333333333
2,0.514492754,0.652173913,0.304347826,0.333333333
2,0.510869565,0.652173913,0.333333333,0.376811594
2,0.507246377,0.652173913,0.376811594,0.376811594
2,0.507246377,0.608695652,0.376811594,0.376811594
2,0.52173913,0.608695652,0.376811594,0.376811594
2,0.52173913,0.347826087,0.376811594,0.304347826
2,0.52173913,0.507246377,0.376811594,0.31884058
2,0.52173913,0.579710145,0.376811594,0.391304348
2,0.507246377,0.579710145,0.376811594,0.391304348
2,0.507246377,0.579710145,0.362318841,0.434782609
2,0.536231884,0.579710145,0.347826087,0.434782609
2,0.536231884,0.579710145,0.347826087,0.434782609
2,0.536231884,0.579710145,0.347826087,0.434782609
2,0.536231884,0.637681159,0.347826087,0.289855072
2,0.536231884,0.594202899,0.347826087,0.347826087
2,0.536231884,0.594202899,0.347826087,0.347826087
2,0.507246377,0.594202899,0.362318841,0.347826087
2,0.507246377,0.391304348,0.31884058,0.405797101
2,0.507246377,0.391304348,0.333333333,0.405797101
2,0.420289855,0.391304348,0.347826087,0.405797101
2,0.420289855,0.623188406,0.347826087,0.333333333
2,0.420289855,0.565217391,0.347826087,0.31884058
2,0.420289855,0.565217391,0.347826087,0.31884058
2,0.594202899,0.579710145,0.347826087,0.304347826
2,0.594202899,0.579710145,0.362318841,0.304347826
2,0.347826087,0.579710145,0.304347826,0.304347826
2,0.202898551,0.579710145,0.246376812,0.304347826
2,0.202898551,0.594202899,0.246376812,0.275362319
2,0.202898551,0.753623188,0.246376812,0.391304348
2,0.202898551,0.753623188,0.246376812,0.391304348
2,0.202898551,0.652173913,0.246376812,0.31884058
2,0.449275362,0.652173913,0.246376812,0.31884058
2,0.449275362,0.68115942,0.246376812,0.376811594
2,0.463768116,0.68115942,0.144927536,0.376811594
2,0.463768116,0.68115942,0.260869565,0.376811594
2,0.304347826,0.68115942,0.260869565,0.376811594
2,0.304347826,0.68115942,0.260869565,0.289855072
2,0.347826087,0.608695652,0.31884058,0.217391304
2,0.347826087,0.608695652,0.31884058,0.217391304
2,0.347826087,0.623188406,0.31884058,0.275362319
2,0.347826087,0.724637681,0.31884058,0.231884058
2,0.449275362,0.724637681,0.289855072,0.231884058
2,0.47826087,0.724637681,0.130434783,0.231884058
2,0.405797101,0.724637681,0.217391304,0.231884058
2,0.405797101,0.724637681,0.217391304,0.231884058
2,0.405797101,0.68115942,0.289855072,0.231884058
2,0.405797101,0.68115942,0.289855072,0.289855072
2,0.405797101,0.623188406,0.289855072,0.289855072
2,0.405797101,0.666666667,0.289855072,0.289855072
2,0.391304348,0.666666667,0.246376812,0.289855072
2,0.188405797,0.666666667,0.275362319,0.289855072
2,0.173913043,0.666666667,0.173913043,0.289855072
2,0.173913043,0.739130435,0.173913043,0.217391304
2,0.362318841,0.608695652,0.231884058,0.217391304
2,0.362318841,0.608695652,0.231884058,0.217391304
2,0.362318841,0.652173913,0.231884058,0.376811594
2,0.362318841,0.724637681,0.231884058,0.217391304
2,0.463768116,0.724637681,0.246376812,0.217391304
2,0.15942029,0.724637681,0.246376812,0.217391304
2,0.15942029,0.724637681,0.289855072,0.217391304
2,0.15942029,0.608695652,0.289855072,0.202898551
2,0.376811594,0.608695652,0.289855072,0.202898551
2,0.376811594,0.594202899,0.289855072,0.202898551
2,0.376811594,0.710144928,0.289855072,0.246376812
3,0.594202899,0.695652174,0.391304348,0.31884058
3,0.391304348,0.695652174,0.31884058,0.31884058
3,0.492753623,0.652173913,0.31884058,0.376811594
3,0.52173913,0.695652174,0.31884058,0.130434783
3,0.52173913,0.695652174,0.31884058,0.101449275
3,0.492753623,0.623188406,0.376811594,0.275362319
3,0.594202899,0.623188406,0.376811594,0.275362319
3,0.550724638,0.637681159,0.246376812,0.275362319
3,0.550724638,0.637681159,0.434782609,0.333333333
3,0.550724638,0.652173913,0.434782609,0.304347826
3,0.492753623,0.637681159,0.260869565,0.376811594
3,0.507246377,0.637681159,0.289855072,0.376811594
3,0.536231884,0.637681159,0.246376812,0.376811594
3,0.536231884,0.68115942,0.246376812,0.376811594
3,0.52173913,0.666666667,0.231884058,0.333333333
3,0.550724638,0.68115942,0.231884058,0.333333333
3,0.550724638,0.68115942,0.231884058,0.376811594
3,0.550724638,0.68115942,0.246376812,0.376811594
3,0.550724638,0.608695652,0.246376812,0.362318841
3,0.492753623,0.608695652,0.289855072,0.362318841
3,0.333333333,0.608695652,0.289855072,0.362318841
3,0.304347826,0.608695652,0.289855072,0.362318841
3,0.304347826,0.652173913,0.289855072,0.362318841
3,0.449275362,0.652173913,0.405797101,0.362318841
3,0.449275362,0.695652174,0.405797101,0.15942029
3,0.449275362,0.695652174,0.405797101,0.15942029
3,0.449275362,0.666666667,0.405797101,0.333333333
3,0.565217391,0.666666667,0.405797101,0.333333333
3,0.463768116,0.666666667,0.289855072,0.333333333
3,0.362318841,0.666666667,0.289855072,0.333333333
3,0.362318841,0.608695652,0.289855072,0.31884058
3,0.405797101,0.608695652,0.289855072,0.31884058
3,0.405797101,0.565217391,0.289855072,0.333333333
3,0.405797101,0.565217391,0.289855072,0.333333333
3,0.405797101,0.565217391,0.289855072,0.31884058
3,0.405797101,0.565217391,0.260869565,0.31884058
3,0.405797101,0.565217391,0.289855072,0.420289855
3,0.304347826,0.565217391,0.289855072,0.420289855
3,0.304347826,0.565217391,0.217391304,0.420289855
3,0.304347826,0.579710145,0.217391304,0.420289855
3,0.434782609,0.579710145,0.202898551,0.420289855
3,0.434782609,0.608695652,0.202898551,0.420289855
3,0.434782609,0.608695652,0.202898551,0.420289855
3,0.434782609,0.565217391,0.202898551,0.420289855
3,0.434782609,0.565217391,0.188405797,0.420289855
3,0.434782609,0.565217391,0.188405797,0.407608696
3,0.31884058,0.565217391,0.188405797,0.394927536
3,0.31884058,0.565217391,0.188405797,0.382246377
3,0.31884058,0.565217391,0.188405797,0.369565217
3,0.31884058,0.565217391,0.275362319,0.356884058
3,0.31884058,0.594202899,0.275362319,0.344202899
3,0.31884058,0.594202899,0.275362319,0.331521739
3,0.31884058,0.594202899,0.275362319,0.31884058
3,0.434782609,0.594202899,0.231884058,0.31884058
3,0.434782609,0.594202899,0.231884058,0.289855072
3,0.434782609,0.594202899,0.202898551,0.289855072
3,0.420289855,0.594202899,0.202898551,0.289855072
3,0.420289855,0.594202899,0.202898551,0.289855072
3,0.434782609,0.59178744,0.202898551,0.289855072
3,0.434782609,0.589371981,0.202898551,0.333333333
3,0.434782609,0.586956522,0.202898551,0.333333333
3,0.434782609,0.584541063,0.202898551,0.333333333
3,0.434782609,0.582125604,0.202898551,0.31884058
3,0.47826087,0.579710145,0.202898551,0.31884058
3,0.47826087,0.577294686,0.202898551,0.31884058
3,0.492753623,0.574879227,0.289855072,0.31884058
3,0.492753623,0.572463768,0.260869565,0.31884058
3,0.492753623,0.570048309,0.260869565,0.31884058
3,0.47826087,0.56763285,0.246376812,0.31884058
3,0.47826087,0.565217391,0.246376812,0.362318841
3,0.347826087,0.565217391,0.246376812,0.362318841
3,0.347826087,0.565217391,0.246376812,0.289855072
3,0.347826087,0.47826087,0.246376812,0.289855072
3,0.347826087,0.47826087,0.246376812,0.289855072
3,0.347826087,0.52173913,0.246376812,0.289855072
3,0.492753623,0.52173913,0.333333333,0.289855072
4,0.507246377,0.579710145,0.362318841,0.376811594
4,0.507246377,0.652173913,0.362318841,0.376811594
4,0.434782609,0.652173913,0.304347826,0.376811594
4,0.434782609,0.420289855,0.304347826,0.362318841
4,0.434782609,0.579710145,0.304347826,0.362318841
4,0.434782609,0.579710145,0.304347826,0.362318841
4,0.434782609,0.47826087,0.304347826,0.376811594
4,0.463768116,0.47826087,0.362318841,0.376811594
4,0.463768116,0.47826087,0.362318841,0.246376812
4,0.52173913,0.47826087,0.376811594,0.246376812
4,0.52173913,0.47826087,0.376811594,0.246376812
4,0.52173913,0.420289855,0.376811594,0.246376812
4,0.52173913,0.420289855,0.362318841,0.246376812
4,0.52173913,0.492753623,0.362318841,0.246376812
4,0.52173913,0.623188406,0.362318841,0.246376812
4,0.52173913,0.623188406,0.362318841,0.246376812
4,0.52173913,0.507246377,0.362318841,0.231884058
4,0.52173913,0.507246377,0.362318841,0.231884058
4,0.52173913,0.608695652,0.362318841,0.217391304
4,0.492753623,0.608695652,0.362318841,0.217391304
4,0.492753623,0.608695652,0.333333333,0.217391304
4,0.507246377,0.608695652,0.333333333,0.217391304
4,0.507246377,0.608695652,0.31884058,0.217391304
4,0.507246377,0.608695652,0.31884058,0.260869565
4,0.550724638,0.608695652,0.31884058,0.260869565
4,0.550724638,0.652173913,0.31884058,0.260869565
4,0.550724638,0.449275362,0.31884058,0.362318841
4,0.550724638,0.449275362,0.362318841,0.362318841
4,0.550724638,0.594202899,0.362318841,0.347826087
4,0.507246377,0.594202899,0.391304348,0.347826087
4,0.507246377,0.594202899,0.362318841,0.347826087
4,0.434782609,0.594202899,0.362318841,0.347826087
4,0.420289855,0.594202899,0.347826087,0.347826087
4,0.420289855,0.652173913,0.347826087,0.347826087
4,0.47826087,0.652173913,0.347826087,0.347826087
4,0.47826087,0.434782609,0.347826087,0.347826087
4,0.47826087,0.594202899,0.347826087,0.362318841
4,0.47826087,0.594202899,0.362318841,0.362318841
4,0.47826087,0.637681159,0.362318841,0.376811594
4,0.507246377,0.637681159,0.376811594,0.376811594
4,0.507246377,0.637681159,0.362318841,0.376811594
4,0.449275362,0.637681159,0.362318841,0.376811594
4,0.449275362,0.637681159,0.333333333,0.376811594
4,0.449275362,0.405797101,0.333333333,0.231884058
4,0.463768116,0.405797101,0.333333333,0.231884058
4,0.463768116,0.47826087,0.333333333,0.376811594
4,0.463768116,0.579710145,0.333333333,0.333333333
4,0.463768116,0.579710145,0.333333333,0.333333333
4,0.463768116,0.579710145,0.333333333,0.217391304
4,0.434782609,0.579710145,0.347826087,0.217391304
4,0.434782609,0.579710145,0.347826087,0.217391304
4,0.492753623,0.579710145,0.347826087,0.217391304
4,0.449275362,0.579710145,0.347826087,0.217391304
4,0.449275362,0.579710145,0.347826087,0.188405797
4,0.449275362,0.579710145,0.347826087,0.289855072
4,0.449275362,0.579710145,0.347826087,0.289855072
4,0.449275362,0.579710145,0.333333333,0.289855072
4,0.449275362,0.579710145,0.333333333,0.304347826
4,0.449275362,0.579710145,0.304347826,0.304347826
4,0.449275362,0.579710145,0.304347826,0.304347826
4,0.449275362,0.579710145,0.333333333,0.304347826
4,0.448309179,0.579710145,0.333333333,0.304347826
4,0.447342995,0.579710145,0.333333333,0.304347826
4,0.446376812,0.579710145,0.362318841,0.304347826
4,0.445410628,0.594202899,0.362318841,0.31884058
4,0.444444444,0.594202899,0.362318841,0.31884058
4,0.443478261,0.579710145,0.362318841,0.231884058
4,0.442512077,0.579710145,0.289855072,0.231884058
4,0.441545894,0.579710145,0.289855072,0.217391304
4,0.44057971,0.579710145,0.347826087,0.217391304
4,0.439613527,0.579710145,0.304347826,0.217391304
4,0.438647343,0.579710145,0.304347826,0.173913043
4,0.437681159,0.594202899,0.304347826,0.188405797
4,0.436714976,0.594202899,0.304347826,0.188405797
4,0.435748792,0.594202899,0.304347826,0.188405797
4,0.434782609,0.594202899,0.333333333,0.188405797
4,0.434782609,0.594202899,0.333333333,0.188405797
4,0.434782609,0.594202899,0.347826087,0.188405797
4,0.434782609,0.594202899,0.347826087,0.188405797
4,0.449275362,0.565217391,0.347826087,0.188405797
4,0.47826087,0.565217391,0.347826087,0.188405797
4,0.47826087,0.579710145,0.347826087,0.304347826
4,0.47826087,0.579710145,0.347826087,0.304347826
4,0.47826087,0.579710145,0.347826087,0.188405797
4,0.463768116,0.579710145,0.31884058,0.188405797
4,0.463768116,0.449275362,0.31884058,0.173913043
4,0.463768116,0.449275362,0.333333333,0.173913043
5,0.492753623,0.550724638,0.188405797,0.289855072
5,0.492753623,0.608695652,0.188405797,0.289855072
5,0.492753623,0.608695652,0.188405797,0.362318841
5,0.550724638,0.608695652,0.231884058,0.362318841
5,0.550724638,0.579710145,0.231884058,0.173913043
5,0.565217391,0.579710145,0.231884058,0.173913043
5,0.565217391,0.579710145,0.231884058,0.173913043
5,0.550724638,0.579710145,0.246376812,0.173913043
5,0.550724638,0.579710145,0.246376812,0.231884058
5,0.565217391,0.579710145,0.246376812,0.231884058
5,0.565217391,0.579710145,0.246376812,0.217391304
5,0.565217391,0.579710145,0.246376812,0.347826087
5,0.565217391,0.579710145,0.217391304,0.347826087
5,0.565217391,0.608695652,0.217391304,0.275362319
5,0.565217391,0.608695652,0.304347826,0.275362319
5,0.536231884,0.608695652,0.304347826,0.275362319
5,0.565217391,0.608695652,0.304347826,0.275362319
5,0.565217391,0.608695652,0.304347826,0.231884058
5,0.550724638,0.608695652,0.304347826,0.231884058
5,0.550724638,0.623188406,0.304347826,0.260869565
5,0.550724638,0.608695652,0.304347826,0.260869565
5,0.550724638,0.608695652,0.289855072,0.260869565
5,0.550724638,0.594202899,0.289855072,0.246376812
5,0.550724638,0.594202899,0.260869565,0.246376812
5,0.565217391,0.594202899,0.260869565,0.246376812
5,0.565217391,0.594202899,0.289855072,0.246376812
5,0.565217391,0.608695652,0.289855072,0.246376812
5,0.565217391,0.608695652,0.289855072,0.246376812
5,0.565217391,0.594202899,0.289855072,0.391304348
5,0.565217391,0.594202899,0.289855072,0.289855072
5,0.565217391,0.608695652,0.289855072,0.260869565
5,0.550724638,0.608695652,0.289855072,0.260869565
5,0.579710145,0.608695652,0.289855072,0.260869565
5,0.579710145,0.608695652,0.275362319,0.260869565
5,0.579710145,0.579710145,0.275362319,0.231884058
5,0.550724638,0.579710145,0.275362319,0.231884058
5,0.550724638,0.608695652,0.275362319,0.260869565
5,0.550724638,0.594202899,0.275362319,0.246376812
5,0.550724638,0.594202899,0.260869565,0.246376812
5,0.550724638,0.550724638,0.260869565,0.231884058
5,0.47826087,0.550724638,0.260869565,0.231884058
5,0.47826087,0.550724638,0.304347826,0.231884058
5,0.507246377,0.550724638,0.289855072,0.231884058
5,0.507246377,0.492753623,0.289855072,0.347826087
5,0.507246377,0.492753623,0.275362319,0.347826087
5,0.507246377,0.565217391,0.275362319,0.260869565
5,0.507246377,0.565217391,0.275362319,0.260869565
5,0.507246377,0.492753623,0.275362319,0.246376812
5,0.507246377,0.507246377,0.275362319,0.260869565
5,0.507246377,0.565217391,0.275362319,0.260869565
5,0.507246377,0.565217391,0.289855072,0.260869565
5,0.507246377,0.52173913,0.304347826,0.31884058
5,0.52173913,0.52173913,0.304347826,0.31884058
5,0.536231884,0.52173913,0.289855072,0.31884058
5,0.507246377,0.52173913,0.275362319,0.31884058
5,0.507246377,0.565217391,0.275362319,0.31884058
5,0.52173913,0.492753623,0.275362319,0.347826087
5,0.52173913,0.47826087,0.275362319,0.275362319
5,0.52173913,0.47826087,0.275362319,0.275362319
5,0.52173913,0.47826087,0.260869565,0.260869565
5,0.492753623,0.47826087,0.260869565,0.260869565
5,0.507246377,0.47826087,0.260869565,0.260869565
5,0.507246377,0.47826087,0.275362319,0.260869565
5,0.507246377,0.565217391,0.275362319,0.347826087
5,0.507246377,0.507246377,0.275362319,0.275362319
5,0.507246377,0.536231884,0.275362319,0.231884058
5,0.507246377,0.536231884,0.260869565,0.231884058
5,0.507246377,0.507246377,0.275362319,0.231884058
5,0.507246377,0.507246377,0.275362319,0.231884058
5,0.52173913,0.507246377,0.275362319,0.231884058
5,0.52173913,0.507246377,0.289855072,0.231884058
5,0.52173913,0.463768116,0.289855072,0.246376812
5,0.492753623,0.463768116,0.304347826,0.260869565
5,0.492753623,0.565217391,0.304347826,0.289855072
5,0.492753623,0.565217391,0.231884058,0.289855072
5,0.434782609,0.565217391,0.231884058,0.289855072
6,0.434782609,0.507246377,0.333333333,0.287439614
6,0.449275362,0.507246377,0.275362319,0.285024155
6,0.449275362,0.536231884,0.347826087,0.282608696
6,0.434782609,0.536231884,0.347826087,0.280193237
6,0.434782609,0.52173913,0.347826087,0.277777778
6,0.434782609,0.52173913,0.391304348,0.275362319
6,0.405797101,0.565217391,0.333333333,0.434782609
6,0.405797101,0.565217391,0.333333333,0.391304348
6,0.405797101,0.565217391,0.31884058,0.391304348
6,0.420289855,0.565217391,0.31884058,0.391304348
6,0.47826087,0.565217391,0.31884058,0.391304348
6,0.47826087,0.565217391,0.31884058,0.420289855
6,0.449275362,0.565217391,0.391304348,0.420289855
6,0.449275362,0.565217391,0.391304348,0.420289855
6,0.420289855,0.56763285,0.333333333,0.420289855
6,0.47826087,0.570048309,0.333333333,0.420289855
6,0.492753623,0.572463768,0.333333333,0.304347826
6,0.492753623,0.574879227,0.333333333,0.391304348
6,0.434782609,0.577294686,0.391304348,0.391304348
6,0.434782609,0.579710145,0.391304348,0.347826087
6,0.434782609,0.579710145,0.405797101,0.347826087
6,0.47826087,0.579710145,0.405797101,0.347826087
6,0.47826087,0.579710145,0.31884058,0.347826087
6,0.434782609,0.579710145,0.31884058,0.304347826
6,0.434782609,0.594202899,0.31884058,0.434782609
6,0.492753623,0.594202899,0.376811594,0.333333333
6,0.492753623,0.550724638,0.376811594,0.362318841
6,0.434782609,0.550724638,0.405797101,0.362318841
6,0.434782609,0.550724638,0.333333333,0.362318841
6,0.434782609,0.550724638,0.376811594,0.362318841
6,0.492753623,0.362318841,0.376811594,0.391304348
6,0.492753623,0.550724638,0.376811594,0.391304348
6,0.507246377,0.550724638,0.376811594,0.289855072
6,0.507246377,0.275362319,0.376811594,0.289855072
6,0.594202899,0.275362319,0.376811594,0.304347826
6,0.492753623,0.275362319,0.31884058,0.304347826
6,0.492753623,0.275362319,0.304347826,0.304347826
6,0.550724638,0.246376812,0.304347826,0.289855072
6,0.550724638,0.579710145,0.304347826,0.289855072
6,0.449275362,0.637681159,0.304347826,0.202898551
6,0.449275362,0.637681159,0.304347826,0.202898551
6,0.492753623,0.652173913,0.31884058,0.217391304
6,0.565217391,0.652173913,0.289855072,0.217391304
6,0.594202899,0.652173913,0.275362319,0.347826087
6,0.594202899,0.304347826,0.275362319,0.217391304
6,0.565217391,0.52173913,0.304347826,0.202898551
6,0.565217391,0.52173913,0.304347826,0.202898551
6,0.434782609,0.550724638,0.333333333,0.246376812
6,0.536231884,0.550724638,0.333333333,0.246376812
6,0.579710145,0.536231884,0.333333333,0.289855072
6,0.579710145,0.594202899,0.333333333,0.362318841
6,0.579710145,0.594202899,0.333333333,0.362318841
6,0.579710145,0.594202899,0.333333333,0.362318841
6,0.492753623,0.376811594,0.304347826,0.362318841
6,0.463768116,0.376811594,0.304347826,0.362318841
6,0.463768116,0.579710145,0.304347826,0.362318841
6,0.463768116,0.594202899,0.304347826,0.202898551
6,0.463768116,0.507246377,0.304347826,0.362318841
6,0.333333333,0.507246377,0.231884058,0.362318841
7,0.550724638,0.405797101,0.15942029,0.217391304
7,0.550724638,0.405797101,0.362318841,0.217391304
7,0.550724638,0.31884058,0.362318841,0.217391304
7,0.550724638,0.31884058,0.362318841,0.217391304
7,0.550724638,0.47826087,0.362318841,0.217391304
7,0.550724638,0.47826087,0.304347826,0.217391304
7,0.550724638,0.391304348,0.304347826,0.31884058
7,0.623188406,0.391304348,0.304347826,0.31884058
7,0.623188406,0.391304348,0.289855072,0.31884058
7,0.579710145,0.391304348,0.289855072,0.31884058
7,0.579710145,0.391304348,0.347826087,0.31884058
7,0.579710145,0.47826087,0.347826087,0.31884058
7,0.579710145,0.289855072,0.347826087,0.420289855
7,0.579710145,0.289855072,0.347826087,0.420289855
7,0.608695652,0.420289855,0.304347826,0.420289855
7,0.608695652,0.463768116,0.304347826,0.362318841
7,0.608695652,0.463768116,0.304347826,0.362318841
7,0.608695652,0.463768116,0.289855072,0.362318841
7,0.608695652,0.463768116,0.289855072,0.362318841
7,0.565217391,0.463768116,0.289855072,0.362318841
7,0.565217391,0.492753623,0.289855072,0.31884058
7,0.565217391,0.492753623,0.289855072,0.333333333
7,0.565217391,0.492753623,0.289855072,0.333333333
7,0.565217391,0.492753623,0.289855072,0.333333333
7,0.565217391,0.405797101,0.289855072,0.333333333
7,0.550724638,0.405797101,0.304347826,0.333333333
7,0.565217391,0.405797101,0.304347826,0.333333333
7,0.623188406,0.405797101,0.304347826,0.333333333
7,0.623188406,0.405797101,0.304347826,0.333333333
7,0.623188406,0.463768116,0.304347826,0.391304348
7,0.623188406,0.463768116,0.304347826,0.391304348
7,0.623188406,0.246376812,0.275362319,0.347826087
7,0.623188406,0.246376812,0.275362319,0.362318841
7,0.565217391,0.246376812,0.275362319,0.362318841
7,0.565217391,0.246376812,0.289855072,0.362318841
7,0.608695652,0.246376812,0.289855072,0.362318841
7,0.608695652,0.449275362,0.289855072,0.31884058
7,0.492753623,0.449275362,0.289855072,0.31884058
7,0.492753623,0.550724638,0.289855072,0.405797101
7,0.492753623,0.362318841,0.115942029,0.260869565
7,0.492753623,0.492753623,0.115942029,0.173913043
7,0.536231884,0.492753623,0.057971014,0.173913043
7,0.623188406,0.492753623,0.188405797,0.173913043
7,0.623188406,0.492753623,0.231884058,0.173913043
7,0.623188406,0.550724638,0.231884058,0.202898551
7,0.652173913,0.550724638,0.231884058,0.202898551
7,0.652173913,0.333333333,0.231884058,0.188405797
7,0.652173913,0.289855072,0.072463768,0.188405797
7,0.652173913,0.492753623,0.072463768,0.188405797
7,0.536231884,0.492753623,0.072463768,0.188405797
7,0.608695652,0.492753623,0.202898551,0.188405797
7,0.463768116,0.550724638,0.202898551,0.188405797
7,0.536231884,0.550724638,0.202898551,0.188405797
7,0.536231884,0.565217391,0.202898551,0.115942029
7,0.536231884,0.362318841,0.202898551,0.115942029
7,0.594202899,0.47826087,0.202898551,0.115942029
7,0.594202899,0.47826087,0.239130435,0.246376812
7,0.391304348,0.47826087,0.275362319,0.246376812
7,0.47826087,0.347826087,0.275362319,0.246376812
7,0.579710145,0.347826087,0.275362319,0.246376812
7,0.579710145,0.347826087,0.275362319,0.101449275
7,0.579710145,0.333333333,0.101449275,0.101449275
7,0.579710145,0.333333333,0.101449275,0.101449275
7,0.608695652,0.507246377,0.246376812,0.202898551
7,0.608695652,0.507246377,0.246376812,0.260869565
7,0.550724638,0.507246377,0.260869565,0.260869565
7,0.536231884,0.31884058,0.260869565,0.260869565
7,0.420289855,0.31884058,0.260869565,0.260869565
7,0.420289855,0.333333333,0.260869565,0.202898551
7,0.420289855,0.550724638,0.260869565,0.202898551
7,0.536231884,0.420289855,0.260869565,0.231884058
7,0.536231884,0.47826087,0.260869565,0.289855072
7,0.449275362,0.47826087,0.260869565,0.289855072
8,0.536231884,0.492753623,0.202898551,0.246376812
8,0.536231884,0.492753623,0.347826087,0.246376812
8,0.536231884,0.47826087,0.347826087,0.391304348
8,0.594202899,0.47826087,0.347826087,0.391304348
8,0.594202899,0.492753623,0.347826087,0.391304348
8,0.594202899,0.492753623,0.347826087,0.376811594
8,0.594202899,0.492753623,0.217391304,0.376811594
8,0.594202899,0.492753623,0.217391304,0.376811594
8,0.52173913,0.492753623,0.217391304,0.376811594
8,0.652173913,0.492753623,0.217391304,0.376811594
8,0.652173913,0.492753623,0.217391304,0.275362319
8,0.637681159,0.492753623,0.217391304,0.275362319
