Time,UUID,RSSI,
20220321 03:09:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-67,
20220321 03:09:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-68,
20220321 03:09:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-68,
20220321 03:09:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-72,
20220321 03:09:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-79,
20220321 03:09:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-85,
20220321 03:09:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-85,
20220321 03:09:45,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-59,
20220321 03:09:45,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-62,
20220321 03:09:45,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-67,
20220321 03:09:45,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-68,
20220321 03:09:45,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-71,
20220321 03:09:45,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-79,
20220321 03:09:45,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-86,
20220321 03:09:48,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-61,
20220321 03:09:48,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-62,
20220321 03:09:48,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-62,
20220321 03:09:48,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-67,
20220321 03:09:48,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-70,
20220321 03:09:48,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-79,
20220321 03:09:48,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-85,
20220321 03:09:52,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-54,
20220321 03:09:52,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-61,
20220321 03:09:52,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-62,
20220321 03:09:52,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-63,
20220321 03:09:52,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-72,
20220321 03:09:52,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-79,
20220321 03:09:52,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-80,
20220321 03:09:53,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-54,
20220321 03:09:53,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-61,
20220321 03:09:53,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-62,
20220321 03:09:53,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-63,
20220321 03:09:53,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-72,
20220321 03:09:53,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-80,
20220321 03:09:53,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-91,
20220321 03:09:56,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-53,
20220321 03:09:56,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-61,
20220321 03:09:56,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-62,
20220321 03:09:56,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-64,
20220321 03:09:56,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-71,
20220321 03:09:56,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-76,
20220321 03:09:56,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-80,
20220321 03:09:57,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-53,
20220321 03:09:57,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-57,
20220321 03:09:57,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-62,
20220321 03:09:57,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-64,
20220321 03:09:57,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-71,
20220321 03:09:57,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-76,
20220321 03:09:57,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-80,
20220321 03:10:00,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-53,
20220321 03:10:00,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-58,
20220321 03:10:00,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-62,
20220321 03:10:00,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-64,
20220321 03:10:00,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-71,
