Time,UUID,RSSI
20220321 06:21:07,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-58
20220321 06:21:07,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-59
20220321 06:21:07,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-61
20220321 06:21:07,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-76
20220321 06:21:07,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-79
20220321 06:21:07,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-79
20220321 06:21:07,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-85
20220321 06:21:10,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-58
20220321 06:21:10,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-59
20220321 06:21:10,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-60
20220321 06:21:10,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-76
20220321 06:21:10,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-79
20220321 06:21:10,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-82
20220321 06:21:10,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-85
20220321 06:21:11,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-58
20220321 06:21:11,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-59
20220321 06:21:11,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-60
20220321 06:21:11,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-76
20220321 06:21:11,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-77
20220321 06:21:11,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-79
20220321 06:21:11,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-82
20220321 06:21:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-58
20220321 06:21:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-60
20220321 06:21:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-62
20220321 06:21:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-76
20220321 06:21:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-77
20220321 06:21:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-82
20220321 06:21:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-82
20220321 06:21:15,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-58
20220321 06:21:15,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-60
20220321 06:21:15,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-62
20220321 06:21:15,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-77
20220321 06:21:15,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-81
20220321 06:21:15,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-82
20220321 06:21:15,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-82
20220321 06:21:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-58
20220321 06:21:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-58
20220321 06:21:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-60
20220321 06:21:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-77
20220321 06:21:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-81
20220321 06:21:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-82
20220321 06:21:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-82
20220321 06:21:20,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-58
20220321 06:21:20,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-58
20220321 06:21:20,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-60
20220321 06:21:20,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-77
20220321 06:21:20,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-79
20220321 06:21:20,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-82
20220321 06:21:20,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-86
20220321 06:21:23,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-58
20220321 06:21:23,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-58
20220321 06:21:23,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-60
20220321 06:21:23,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-77
20220321 06:21:23,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-79
20220321 06:21:23,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-82
20220321 06:21:23,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-86
20220321 06:21:24,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-58
20220321 06:21:24,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-59
20220321 06:21:24,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-62
20220321 06:21:24,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-77
20220321 06:21:24,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-77
20220321 06:21:24,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-79
20220321 06:21:24,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-86
20220321 06:21:27,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-58
20220321 06:21:27,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-58
20220321 06:21:27,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-62
20220321 06:21:27,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-77
20220321 06:21:27,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-77
20220321 06:21:27,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-78
20220321 06:21:27,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-86
20220321 06:21:28,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-58
20220321 06:21:28,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-60
20220321 06:21:28,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-77
20220321 06:21:28,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-78
20220321 06:21:28,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-79
20220321 06:21:28,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-82
20220321 06:21:28,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-86
20220321 06:21:32,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-58
20220321 06:21:32,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-62
20220321 06:21:32,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-78
20220321 06:21:32,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-79
20220321 06:21:32,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-84
20220321 06:21:32,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-86
20220321 06:21:35,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-58
20220321 06:21:35,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-62
20220321 06:21:35,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-69
20220321 06:21:35,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-78
20220321 06:21:35,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-85
20220321 06:21:35,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-86
20220321 06:21:36,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-59
20220321 06:21:36,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-64
20220321 06:21:36,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-69
20220321 06:21:36,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-78
20220321 06:21:36,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-85
20220321 06:21:36,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-86
20220321 06:21:39,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-59
20220321 06:21:39,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-60
20220321 06:21:39,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-69
20220321 06:21:39,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-78
20220321 06:21:39,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-85
20220321 06:21:39,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-86
20220321 06:21:40,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-58
20220321 06:21:40,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-60
20220321 06:21:40,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-69
20220321 06:21:40,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-82
20220321 06:21:40,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-85
20220321 06:21:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-58
20220321 06:21:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-60
20220321 06:21:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-80
20220321 06:21:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-80
20220321 06:21:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-82
20220321 06:21:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-85
20220321 06:21:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-88
20220321 06:21:47,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-58
20220321 06:21:47,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-60
20220321 06:21:47,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-80
20220321 06:21:47,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-80
20220321 06:21:47,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-82
20220321 06:21:47,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-85
20220321 06:21:47,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-88
20220321 06:21:48,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-58
20220321 06:21:48,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-64
20220321 06:21:48,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-67
20220321 06:21:48,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-71
20220321 06:21:48,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-79
20220321 06:21:48,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-80
20220321 06:21:48,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-87
20220321 06:21:52,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-58
20220321 06:21:52,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-62
20220321 06:21:52,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-66
20220321 06:21:52,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-70
20220321 06:21:52,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-77
20220321 06:21:52,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-80
20220321 06:21:52,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-81
20220321 06:21:55,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-58
20220321 06:21:55,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-62
20220321 06:21:55,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-74
20220321 06:21:55,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-79
20220321 06:21:55,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-80
20220321 06:21:55,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-82
20220321 06:21:55,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-83
20220321 06:21:56,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-59
20220321 06:21:56,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-59
20220321 06:21:56,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-74
20220321 06:21:56,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-79
20220321 06:21:56,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-80
20220321 06:21:56,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-82
20220321 06:21:56,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-83
20220321 06:21:59,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-59
20220321 06:21:59,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-62
20220321 06:21:59,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-74
20220321 06:21:59,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-79
20220321 06:21:59,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-80
20220321 06:21:59,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-82
20220321 06:21:59,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-83
20220321 06:22:00,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-58
20220321 06:22:00,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-62
20220321 06:22:00,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-74
20220321 06:22:00,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-78
20220321 06:22:00,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-79
20220321 06:22:00,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-82
20220321 06:22:00,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-83
20220321 06:22:05,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-58
20220321 06:22:05,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-62
20220321 06:22:05,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-65
20220321 06:22:05,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-74
20220321 06:22:05,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-76
20220321 06:22:05,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-82
20220321 06:22:05,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-96
20220321 06:22:08,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-59
20220321 06:22:08,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-62
20220321 06:22:08,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-65
20220321 06:22:08,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-74
20220321 06:22:08,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-81
20220321 06:22:08,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-82
20220321 06:22:08,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-96
20220321 06:22:09,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-59
20220321 06:22:09,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-62
20220321 06:22:09,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-64
20220321 06:22:09,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-74
20220321 06:22:09,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-81
20220321 06:22:09,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-82
20220321 06:22:09,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-96
20220321 06:22:13,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-59
20220321 06:22:13,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-62
20220321 06:22:13,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-64
20220321 06:22:13,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-74
20220321 06:22:13,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-77
20220321 06:22:13,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-81
20220321 06:22:13,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-96
20220321 06:22:16,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-59
20220321 06:22:16,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-62
20220321 06:22:16,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-64
20220321 06:22:16,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-77
20220321 06:22:16,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-81
20220321 06:22:16,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-97
20220321 06:22:17,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-59
20220321 06:22:17,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-59
20220321 06:22:17,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-64
20220321 06:22:17,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-71
20220321 06:22:17,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-76
20220321 06:22:17,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-97
20220321 06:22:21,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-59
20220321 06:22:21,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-64
20220321 06:22:21,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-66
20220321 06:22:21,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-71
20220321 06:22:21,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-76
20220321 06:22:21,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-97
20220321 06:22:25,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-59
20220321 06:22:25,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-66
20220321 06:22:25,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-73
20220321 06:22:25,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-76
20220321 06:22:25,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-76
20220321 06:22:25,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-80
